PG mapping,wi,si,sm,sf,wf,consistency,wi_consistency,si_consistency,sm_consistency,sf_consistency,wf_consistency
aɪ-a,0,0,0,0,0,0,0,0,0,0,0
aɪ-ae,0,0,0,0,0,0,0,0,0,0,0
aɪ-ai,0,0,0,0,0,0,0,0,0,0,0
aɪ-ai_e,1,0,0,0,0,0.00625,0.03125,0,0,0,0
aɪ-ay,0,0,0,1,0,0.0011976047904191617,0,0,0,0.005988023952095809,0
aɪ-aye,0,0,0,0,0,0,0,0,0,0,0
aɪ-ei,1,0,0,2,0,0.008645209580838323,0.03125,0,0,0.011976047904191617,0
aɪ-eigh,0,0,1,0,0,6.472491909385113e-4,0,0,0.003236245954692557,0,0
aɪ-ey,0,0,0,1,0,0.0011976047904191617,0,0,0,0.005988023952095809,0
aɪ-eye,12,0,0,0,0,0.075,0.375,0,0,0,0
aɪ-i,14,0,41,128,0,0.26733063000213164,0.4375,0,0.13268608414239483,0.7664670658682635,0
aɪ-i_e,4,1,218,0,0,0.36610032362459544,0.125,1,0.7055016181229773,0,0
aɪ-ia,0,0,2,3,0,0.0048873127531345074,0,0,0.006472491909385114,0.017964071856287425,0
aɪ-ie,0,0,7,0,6,0.031197411003236246,0,0,0.022653721682847898,0,0.13333333333333333
aɪ-igh,0,0,36,9,3,0.0474127473208922,0,0,0.11650485436893204,0.05389221556886228,0.06666666666666667
aɪ-igh_e,0,0,0,0,0,0,0,0,0,0,0
aɪ-oy,0,0,0,2,0,0.0023952095808383233,0,0,0,0.011976047904191617,0
aɪ-uy,0,0,0,1,2,0.010086493679308051,0,0,0,0.005988023952095809,0.044444444444444446
aɪ-y,0,0,0,20,31,0.16172987358616103,0,0,0,0.11976047904191617,0.6888888888888889
aɪ-y_e,0,0,4,0,0,0.0025889967637540453,0,0,0.012944983818770227,0,0
aɪ-ye,0,0,0,0,3,0.013333333333333332,0,0,0,0,0.06666666666666667
aʊ-ao,0,0,0,0,0,0,0,0,0,0,0
aʊ-au,0,0,1,1,0,0.008161014612627516,0,0,0.008547008547008548,0.03225806451612903,0
aʊ-ho,1,0,0,0,0,0.008695652173913044,0.043478260869565216,0,0,0,0
aʊ-hou,1,0,0,0,0,0.008695652173913044,0.043478260869565216,0,0,0,0
aʊ-o,3,0,0,3,0,0.045441795231416546,0.13043478260869565,0,0,0.0967741935483871,0
aʊ-ou,16,1,70,5,0,0.49104661895685736,0.6956521739130435,1,0.5982905982905983,0.16129032258064516,0
aʊ-ou_e,1,0,24,0,0,0.04972129319955407,0.043478260869565216,0,0.20512820512820512,0,0
aʊ-ough,0,0,1,0,1,0.01420940170940171,0,0,0.008547008547008548,0,0.0625
aʊ-ow,1,0,20,22,15,0.372319170232915,0.043478260869565216,0,0.17094017094017094,0.7096774193548387,0.9375
aʊ-ow_e,0,0,1,0,0,0.0017094017094017096,0,0,0.008547008547008548,0,0
aʊ-owe,0,0,0,0,0,0,0,0,0,0,0
b-b,513,274,1,22,68,0.9808580858085808,1,0.9042904290429042,1,1,1
b-bb,0,27,0,0,0,0.01782178217821782,0,0.0891089108910891,0,0,0
b-br,0,0,0,0,0,0,0,0,0,0,0
b-pb,0,2,0,0,0,0.0013201320132013201,0,0.006600660066006601,0,0,0
d-d,387,332,21,83,445,0.9616191888919161,1,0.9146005509641874,0.9545454545454546,0.9880952380952381,0.9508547008547008
d-dd,0,31,1,1,2,0.029406452133724864,0,0.08539944903581267,0.045454545454545456,0.011904761904761904,0.004273504273504274
d-ddh,0,0,0,0,0,0,0,0,0,0,0
d-ed,0,0,0,0,18,0.007692307692307693,0,0,0,0,0.038461538461538464
d-ld,0,0,0,0,3,0.001282051282051282,0,0,0,0,0.00641025641025641
dʒ-d,0,14,0,0,0,0.023140495867768597,0,0.11570247933884298,0,0,0
dʒ-dg,0,3,0,1,23,0.10005671690163669,0,0.024793388429752067,0,0.25,0.22549019607843138
dʒ-di,0,1,0,0,0,0.001652892561983471,0,0.008264462809917356,0,0,0
dʒ-dj,0,2,0,0,0,0.003305785123966942,0,0.01652892561983471,0,0,0
dʒ-g,23,79,1,3,79,0.6784711273866154,0.21495327102803738,0.6528925619834711,1,0.75,0.7745098039215687
dʒ-gg,0,2,0,0,0,0.003305785123966942,0,0.01652892561983471,0,0,0
dʒ-gi,0,2,0,0,0,0.003305785123966942,0,0.01652892561983471,0,0,0
dʒ-j,84,18,0,0,0,0.18676141191009502,0.7850467289719626,0.1487603305785124,0,0,0
eɪ-a,15,11,11,171,0,0.3561248686222186,0.5357142857142857,0.4074074074074074,0.03089887640449438,0.8066037735849056,0
eɪ-a_e,6,16,243,0,0,0.2978925153082456,0.21428571428571427,0.5925925925925926,0.6825842696629213,0,0
eɪ-ae,0,0,0,0,1,0.002702702702702703,0,0,0,0,0.013513513513513514
eɪ-ai,3,0,81,17,0,0.08297192525515612,0.10714285714285714,0,0.22752808988764045,0.08018867924528301,0
eɪ-ai_e,1,0,4,0,0,0.009390048154093097,0.03571428571428571,0,0.011235955056179775,0,0
eɪ-aigh,0,0,1,1,0,0.001505193979224083,0,0,0.0028089887640449437,0.0047169811320754715,0
eɪ-au_e,0,0,1,0,0,5.617977528089887e-4,0,0,0.0028089887640449437,0,0
eɪ-ay,0,0,2,18,56,0.16945607893244102,0,0,0.0056179775280898875,0.08490566037735849,0.7567567567567568
eɪ-ay_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aye,0,0,0,0,0,0,0,0,0,0,0
eɪ-e,0,0,0,2,1,0.004589495155532891,0,0,0,0.009433962264150943,0.013513513513513514
eɪ-e_e,0,0,1,0,0,5.617977528089887e-4,0,0,0.0028089887640449437,0,0
eɪ-ea,0,0,3,0,1,0.004388095961129669,0,0,0.008426966292134831,0,0.013513513513513514
eɪ-ee,0,0,0,0,0,0,0,0,0,0,0
eɪ-ei,0,0,5,0,0,0.0028089887640449437,0,0,0.014044943820224719,0,0
eɪ-ei_e,0,0,1,0,0,5.617977528089887e-4,0,0,0.0028089887640449437,0,0
eɪ-eigh,3,0,3,2,3,0.03310886524793669,0.10714285714285714,0,0.008426966292134831,0.009433962264150943,0.04054054054054054
eɪ-et,0,0,0,0,6,0.016216216216216217,0,0,0,0,0.08108108108108109
eɪ-ey,0,0,0,1,6,0.01715961244263131,0,0,0,0.0047169811320754715,0.08108108108108109
eɪ-ez,0,0,0,0,0,0,0,0,0,0,0
f-f,380,159,27,15,47,0.7766955162819361,0.9644670050761421,0.6824034334763949,0.84375,0.8333333333333334,0.5595238095238095
f-ff,0,50,1,2,23,0.12615258191974932,0,0.2145922746781116,0.03125,0.1111111111111111,0.27380952380952384
f-ft,0,1,0,0,0,8.583690987124463e-4,0,0.004291845493562232,0,0,0
f-gh,0,1,0,1,6,0.026255194495537842,0,0.004291845493562232,0,0.05555555555555555,0.07142857142857142
f-lf,0,0,0,0,2,0.0047619047619047615,0,0,0,0,0.023809523809523808
f-ph,14,21,4,0,6,0.06441806434344724,0.03553299492385787,0.09012875536480687,0.125,0,0.07142857142857142
f-pph,0,1,0,0,0,8.583690987124463e-4,0,0.004291845493562232,0,0,0
g-g,248,166,1,18,65,0.9144954017358378,0.9649805447470817,0.8217821782178217,1,0.8571428571428571,0.9285714285714286
g-gg,0,33,0,3,1,0.06410183875530409,0,0.16336633663366337,0,0.14285714285714285,0.014285714285714285
g-gh,4,1,0,0,0,0.00410293947682706,0.01556420233463035,0.0049504950495049506,0,0,0
g-gu,5,2,0,0,4,0.017299820032030996,0.019455252918287938,0.009900990099009901,0,0,0.05714285714285714
gz-x,0,0,0,10,0,0.2,0,0,0,1,0
h-h,278,53,0,0,0,0.3971631205673759,0.9858156028368794,1,0,0,0
h-j,0,0,0,0,0,0,0,0,0,0,0
h-wh,4,0,0,0,0,0.0028368794326241132,0.014184397163120567,0,0,0,0
i-a,0,0,0,0,0,0,0,0,0,0,0
i-ae,0,0,0,0,0,0,0,0,0,0,0
i-ay,0,0,0,0,0,0,0,0,0,0,0
i-e,20,2,0,108,17,0.2146716163122734,0.5555555555555556,0.18181818181818182,0,0.3059490084985836,0.030035335689045935
i-e_e,2,0,14,0,0,0.02070015220700152,0.05555555555555555,0,0.04794520547945205,0,0
i-ea,11,0,97,63,7,0.16571701650021164,0.3055555555555556,0,0.3321917808219178,0.17847025495750707,0.012367491166077738
i-ea_e,1,0,15,0,0,0.015829528158295282,0.027777777777777776,0,0.05136986301369863,0,0
i-ee,1,0,92,42,26,0.1015525673319703,0.027777777777777776,0,0.3150684931506849,0.11898016997167139,0.045936395759717315
i-ee_e,0,0,13,0,0,0.008904109589041096,0,0,0.04452054794520548,0,0
i-ei,1,0,4,4,0,0.010561570534794175,0.027777777777777776,0,0.0136986301369863,0.0113314447592068,0
i-ei_e,0,0,3,0,0,0.002054794520547945,0,0,0.010273972602739725,0,0
i-eo,0,0,0,1,0,5.6657223796034e-4,0,0,0,0.0028328611898017,0
i-ey,0,0,1,5,19,0.01023157361537893,0,0,0.003424657534246575,0.014164305949008499,0.03356890459363958
i-i,0,1,3,105,15,0.08502705104509228,0,0.09090909090909091,0.010273972602739725,0.29745042492917845,0.026501766784452298
i-i_e,0,3,17,0,0,0.0661892901618929,0,0.2727272727272727,0.05821917808219178,0,0
i-ie,0,1,26,4,17,0.04426339344955092,0,0.09090909090909091,0.08904109589041095,0.0113314447592068,0.030035335689045935
i-ie_e,0,0,7,0,0,0.004794520547945205,0,0,0.023972602739726026,0,0
i-is,0,0,0,0,0,0,0,0,0,0,0
i-oe,0,0,0,0,0,0,0,0,0,0,0
i-y,0,4,0,21,465,0.2489362437880441,0,0.36363636363636365,0,0.059490084985835696,0.8215547703180212
j-i,0,4,19,0,0,0.23426573426573424,0,0.3076923076923077,0.8636363636363636,0,0
j-ill,0,0,0,0,0,0,0,0,0,0,0
j-j,0,0,0,0,0,0,0,0,0,0,0
j-ll,0,1,0,0,0,0.015384615384615385,0,0.07692307692307693,0,0,0
j-y,35,8,3,0,0,0.3503496503496503,1,0.6153846153846154,0.13636363636363635,0,0
ju-eau,0,0,0,2,0,0.008,0,0,0,0.04,0
ju-eu,1,0,1,0,0,0.018333333333333333,0.05,0,0.041666666666666664,0,0
ju-eue,0,0,0,0,1,0.0125,0,0,0,0,0.0625
ju-ew,0,0,0,0,5,0.0625,0,0,0,0,0.3125
ju-ewe,1,0,0,0,0,0.01,0.05,0,0,0,0
ju-hu,1,0,0,0,0,0.01,0.05,0,0,0,0
ju-ou,0,0,0,0,0,0,0,0,0,0,0
ju-u,13,1,1,47,1,0.40549999999999997,0.65,0.3333333333333333,0.041666666666666664,0.94,0.0625
ju-u_e,4,1,20,0,0,0.2733333333333333,0.2,0.3333333333333333,0.8333333333333334,0,0
ju-ua,0,1,0,0,0,0.06666666666666667,0,0.3333333333333333,0,0,0
ju-ue,0,0,1,0,8,0.10833333333333332,0,0,0.041666666666666664,0,0.5
ju-ugh,0,0,0,0,0,0,0,0,0,0,0
ju-ui,0,0,0,1,0,0.004,0,0,0,0.02,0
ju-ut,0,0,0,0,1,0.0125,0,0,0,0,0.0625
ju-uu,0,0,1,0,0,0.008333333333333333,0,0,0.041666666666666664,0,0
jə-u,0,0,0,13,0,0.2,0,0,0,1,0
jə-ua,0,1,0,0,0,0.2,0,1,0,0,0
jɚ-u,0,0,1,0,0,0.04,0,0,0.2,0,0
jɚ-u_e,0,0,4,0,0,0.16,0,0,0.8,0,0
jʊ-eu,0,0,0,0,0,0,0,0,0,0,0
jʊ-u,3,0,0,7,0,0.4,1,0,0,1,0
jʊ-u_e,0,0,3,0,0,0.2,0,0,1,0,0
k-c,510,209,144,91,51,0.5618467211732742,0.8571428571428571,0.4883177570093458,0.6545454545454545,0.6691176470588235,0.1401098901098901
k-cc,0,19,0,0,0,0.008878504672897195,0,0.04439252336448598,0,0,0
k-cch,0,1,0,0,0,4.672897196261682e-4,0,0.002336448598130841,0,0,0
k-ch,11,11,15,2,6,0.028711909311139656,0.018487394957983194,0.02570093457943925,0.06818181818181818,0.014705882352941176,0.016483516483516484
k-ck,0,74,5,14,89,0.10861422799300754,0,0.17289719626168223,0.022727272727272728,0.10294117647058823,0.2445054945054945
k-cq,0,2,0,0,0,9.345794392523364e-4,0,0.004672897196261682,0,0,0
k-k,43,92,35,21,202,0.23113398146658176,0.07226890756302522,0.21495327102803738,0.1590909090909091,0.15441176470588236,0.554945054945055
k-kh,1,0,0,0,0,3.361344537815126e-4,0.0016806722689075631,0,0,0,0
k-kk,0,0,0,0,0,0,0,0,0,0,0
k-lk,0,2,1,0,11,0.007887626392299289,0,0.004672897196261682,0.004545454545454545,0,0.03021978021978022
k-q,29,13,19,0,0,0.033095392787531326,0.04873949579831933,0.030373831775700934,0.08636363636363636,0,0
k-qu,1,5,1,0,5,0.00632892670825601,0.0016806722689075631,0.011682242990654205,0.004545454545454545,0,0.013736263736263736
k-x,0,0,0,8,0,0.011764705882352941,0,0,0,0.058823529411764705,0
ks-x,0,0,6,55,26,0.6,0,0,1,1,1
kʃ-x,0,0,0,1,0,0.1,0,0,0,0.5,0
kʃ-xi,0,0,0,1,0,0.1,0,0,0,0.5,0
l-l,262,344,611,113,585,0.8974877284462728,1,0.7577092511013216,0.995114006514658,0.8692307692307693,0.8653846153846154
l-ll,0,109,3,17,89,0.10148002694303457,0,0.24008810572687225,0.004885993485342019,0.13076923076923078,0.13165680473372782
l-sl,0,1,0,0,2,0.0010322446106925945,0,0.0022026431718061676,0,0,0.0029585798816568047
m-gm,0,0,0,0,0,0,0,0,0,0,0
m-lm,0,1,0,0,3,0.003186728091244373,0,0.0030581039755351682,0,0,0.012875536480686695
m-m,353,280,84,155,213,0.9540864406557205,1,0.8562691131498471,1,1,0.9141630901287554
m-mb,0,1,0,0,13,0.011770419078368836,0,0.0030581039755351682,0,0,0.055793991416309016
m-mm,0,45,0,0,0,0.027522935779816515,0,0.13761467889908258,0,0,0
m-mn,0,0,0,0,4,0.0034334763948497852,0,0,0,0,0.017167381974248927
m-thm,0,0,0,0,0,0,0,0,0,0,0
n-dn,0,0,0,0,0,0,0,0,0,0,0
n-gn,3,2,0,1,8,0.007559559131611533,0.019230769230769232,0.004366812227074236,0,0.002079002079002079,0.012121212121212121
n-kn,21,2,0,0,0,0.02779643936849177,0.1346153846153846,0.004366812227074236,0,0,0
n-ln,0,0,0,0,0,0,0,0,0,0,0
n-mn,0,0,0,0,0,0,0,0,0,0,0
n-n,131,413,510,480,651,0.9443737397838108,0.8397435897435898,0.9017467248908297,0.99609375,0.997920997920998,0.9863636363636363
n-nn,0,41,2,0,1,0.018988210434034668,0,0.08951965065502183,0.00390625,0,0.0015151515151515152
n-pn,1,0,0,0,0,0.001282051282051282,0.00641025641025641,0,0,0,0
nj-gn,0,1,0,0,0,0.2,0,1,0,0,0
nj-n,0,0,0,0,0,0,0,0,0,0,0
oʊ-aoh,0,0,0,0,1,0.001680672268907563,0,0,0,0,0.008403361344537815
oʊ-au,0,0,0,1,0,0.001176470588235294,0,0,0,0.0058823529411764705,0
oʊ-au_e,0,0,1,0,0,8.298755186721991e-4,0,0,0.004149377593360996,0,0
oʊ-aux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eau,0,0,0,0,2,0.003361344537815126,0,0,0,0,0.01680672268907563
oʊ-eaux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eou,0,0,0,0,0,0,0,0,0,0,0
oʊ-ew,0,0,1,1,0,0.0020063461069074933,0,0,0.004149377593360996,0.0058823529411764705,0
oʊ-o,15,4,54,141,62,0.5655466622710948,0.6818181818181818,0.5714285714285714,0.22406639004149378,0.8294117647058824,0.5210084033613446
oʊ-o_e,0,2,124,0,0,0.16004742145820983,0,0.2857142857142857,0.5145228215767634,0,0
oʊ-oa,4,0,43,9,1,0.08431719122956613,0.18181818181818182,0,0.17842323651452283,0.052941176470588235,0.008403361344537815
oʊ-oa_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-oe,0,0,2,1,6,0.012920255239025073,0,0,0.008298755186721992,0.0058823529411764705,0.05042016806722689
oʊ-oh,0,0,0,0,0,0,0,0,0,0,0
oʊ-oo,0,0,0,0,0,0,0,0,0,0,0
oʊ-os,0,0,0,0,0,0,0,0,0,0,0
oʊ-ot,0,0,0,0,1,0.001680672268907563,0,0,0,0,0.008403361344537815
oʊ-ou,0,0,5,0,0,0.004149377593360996,0,0,0.02074688796680498,0,0
oʊ-ou_e,0,0,1,0,0,8.298755186721991e-4,0,0,0.004149377593360996,0,0
oʊ-ough,0,1,0,1,4,0.036470588235294116,0,0.14285714285714285,0,0.0058823529411764705,0.03361344537815126
oʊ-ow,2,0,10,16,42,0.11589233807442252,0.09090909090909091,0,0.04149377593360996,0.09411764705882353,0.35294117647058826
oʊ-owe,1,0,0,0,0,0.00909090909090909,0.045454545454545456,0,0,0,0
p-bp,0,0,0,0,0,0,0,0,0,0,0
p-gh,0,0,0,0,1,9.389671361502347e-4,0,0,0,0,0.004694835680751174
p-p,510,260,169,50,212,0.9503760405256066,1,0.7878787878787878,0.9883040935672515,0.9803921568627451,0.9953051643192489
p-pp,0,70,2,1,0,0.04868499233824312,0,0.21212121212121213,0.011695906432748537,0.0196078431372549,0
s-c,38,121,3,11,137,0.1528010819929438,0.0407725321888412,0.2071917808219178,0.02027027027027027,0.21153846153846154,0.2842323651452282
s-es,0,0,0,0,4,0.0016597510373443983,0,0,0,0,0.008298755186721992
s-ps,3,0,0,0,0,6.437768240343348e-4,0.003218884120171674,0,0,0,0
s-s,884,373,143,36,206,0.7346212569708661,0.9484978540772532,0.6386986301369864,0.9662162162162162,0.6923076923076923,0.42738589211618255
s-sc,6,5,0,0,0,0.002999882415191957,0.006437768240343348,0.008561643835616438,0,0,0
s-ss,0,68,2,4,131,0.09573183579322384,0,0.11643835616438356,0.013513513513513514,0.07692307692307693,0.2717842323651452
s-st,0,14,0,1,0,0.008640674394099051,0,0.023972602739726026,0,0.019230769230769232,0
s-sw,1,1,0,0,0,5.570580281027691e-4,0.001072961373390558,0.0017123287671232876,0,0,0
s-ts,0,0,0,0,0,0,0,0,0,0,0
s-tz,0,0,0,0,1,4.149377593360996e-4,0,0,0,0,0.002074688796680498
s-z,0,2,0,0,3,0.0019297447848576135,0,0.003424657534246575,0,0,0.006224066390041493
t-bt,0,1,0,0,2,6.989997483362644e-4,0,0.0014727540500736377,0,0,0.0020222446916076846
t-ct,0,0,0,0,0,0,0,0,0,0,0
t-d,0,0,0,0,0,0,0,0,0,0,0
t-dt,0,0,0,0,0,0,0,0,0,0,0
t-ed,0,0,0,0,22,0.004448938321536906,0,0,0,0,0.022244691607684528
t-pt,0,0,2,0,1,0.0013418256087619081,0,0,0.005698005698005698,0,0.0010111223458038423
t-t,351,572,349,92,952,0.9556058376809384,1,0.8424153166421208,0.9943019943019943,0.9787234042553191,0.9625884732052579
t-th,0,0,0,0,0,0,0,0,0,0,0
t-tt,0,106,0,1,12,0.03577673906595842,0,0.1561119293078056,0,0.010638297872340425,0.012133468149646108
t-z,0,0,0,1,0,0.002127659574468085,0,0,0,0.010638297872340425,0
ts-z,0,0,0,0,0,0,0,0,0,0,0
tʃ-c,6,1,0,0,0,0.015091538842157349,0.06382978723404255,0.011627906976744186,0,0,0
tʃ-cc,0,0,0,0,0,0,0,0,0,0,0
tʃ-ch,88,25,2,5,72,0.7280365455367738,0.9361702127659575,0.29069767441860467,1,0.7142857142857143,0.6990291262135923
tʃ-ci,0,0,0,0,0,0,0,0,0,0,0
tʃ-t,0,47,0,0,0,0.10930232558139534,0,0.5465116279069767,0,0,0
tʃ-tch,0,9,0,2,31,0.13826726445827822,0,0.10465116279069768,0,0.2857142857142857,0.30097087378640774
tʃ-ti,0,4,0,0,0,0.009302325581395349,0,0.046511627906976744,0,0,0
u-eu,0,0,0,3,0,0.005,0,0,0,0.025,0
u-eu_e,0,0,1,0,0,0.0010526315789473684,0,0,0.005263157894736842,0,0
u-ew,0,0,5,5,19,0.0769298245614035,0,0,0.02631578947368421,0.041666666666666664,0.31666666666666665
u-ewe,0,0,2,0,0,0.002105263157894737,0,0,0.010526315789473684,0,0
u-ieu,0,0,0,1,0,0.0016666666666666666,0,0,0,0.008333333333333333,0
u-ioux,0,0,0,0,0,0,0,0,0,0,0
